"group","interval","VPNr","AutoFahrt","DatumFahrt","DauerFahrt","L2AnteilFahrt","KmVorFahrt","TiA_overall","TiA_RC","TiA_UP","TiA_F","TiA_IoD","TiA_PtT","TiA_TiA","CTAM_PE","CTAM_EE","CTAM_ATT","CTAM_FC","CTAM_ITU","CTAM_PS","System_sum","NDRTs.NDRT1.","NDRTs.NDRT2.","NDRTs.NDRT3.","NDRTs.NDRT4.","NDRTs.NDRT5.","NDRTs.NDRT6.","NDRTs.NDRT7.","NDRTs.NDRT8.","SubjUeberwachguete.1.","SubjEinflussSetting","L2PrivNutzung","L2Komponenten.Laengs.","L2Komponenten.Quer.","L2Komponenten.Hoff.","Ranking","Vertrauen.TiA1.","Vertrauen.TiA2.","Vertrauen.TiA3.","Vertrauen.TiA4.","Vertrauen.TiA5.","Vertrauen.TiA6.","Vertrauen.TiA7.","Vertrauen.TiA8.","Vertrauen.TiA9.","Vertrauen.TiA10.","Vertrauen.TiA11.","Vertrauen.TiA12.","Vertrauen.TiA13.","Vertrauen.TiA14.","Vertrauen.TiA15.","Vertrauen.TiA16.","Vertrauen.TiA17.","Vertrauen.TiA18.","Vertrauen.TiA19.","Akzeptanz.PE1.","Akzeptanz.PE3.","Akzeptanz.PE4.","Akzeptanz.EE1.","Akzeptanz.EE2.","Akzeptanz.EE3.","Akzeptanz.EE4.","Akzeptanz.ATT1.","Akzeptanz.ATT2.","Akzeptanz.ATT3.","Akzeptanz.ATT4.","Akzeptanz.FC1.","Akzeptanz.FC2.","Akzeptanz.FC3.","Akzeptanz.ITU1.","Akzeptanz.ITU2.","Akzeptanz.ITU3.","Akzeptanz.PS1.","Akzeptanz.PS2.","Akzeptanz.PS3.","Akzeptanz.PS4.","Akzeptanz.PS5.","Akzeptanz.PS6.","System01","System02","System03","System04","System05","System06","System07","System08","System09","System10","System11","System12","System13","System14","System15","System16","System_u_01","System_u_02","System_u_03","System_u_04","System_u_05","System_u_06","System_u_07","System_u_08","System_u_09","System_u_10","System_u_11","System_u_12","System_u_13","System_u_14","System_u_15","System_u_16","Systemverstaendnis.1.","Systemverstaendnis.2.","Systemverstaendnis.3.","Systemverstaendnis.4.","Systemverstaendnis.5.","Systemverstaendnis.6.","Systemverstaendnis.7.","Systemverstaendnis.8.","Systemverstaendnis.9.","Systemverstaendnis.10.","Systemverstaendnis.11.","Systemverstaendnis.12.","Systemverstaendnis.13.","Systemverstaendnis.14.","Systemverstaendnis.15.","Systemverstaendnis.16.","MatrixNDRTsFreitext.0_SQ001.","MatrixNDRTsFreitext.1_SQ001.","MatrixNDRTsFreitext.2_SQ001.","MatrixNDRTsFreitext.3_SQ001.","MatrixNDRTsFreitext.4_SQ001.","MatrixNDRTsFreitext.5_SQ001.","SubjEinflussSettKomm","Kommentare","SonstKommentare","AOnVP","AOnFzg","AOffVP","AOffFzg","BOffVP","BOffFzg","VLProtSonst","Trigger","FahrerTrans","SystemTrans","DMS","HMI","Systemverhalten","L2BewertungKomm","Sonstiges","Studie"
"A","A_off",14,"Off_BMW","2022-04-08 00:00:00",70,45,0,3.7222222222222223,4,4.5,1,5,3,4,6,7,6.25,6,6,4,0.9375,0,0,2,2,0,0,1,0,6,1,3,4,4,3,2,5,5,1,5,1,5,4,5,4,NA,5,4,5,4,1,4,1,4,4,7,4,7,7,7,7,7,7,4,7,7,4,7,7,7,7,4,4,1,4,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,2,NA,"",NA,"","","","","","","Proband will sofort nach Aktivierung L2 die Hände vom Lenkrad nehmen
Es kommt mehrfach die H-On Warnung
Bei Warnung greift er kurz ans Lenkrad und lässt dann wieder locker","-","Sagt dass Fragebogen ihm zu allgemein war, hätte mehr in die Tiefe gehen müssen (z.B. bei Frage ob man System selbst nutzen will: ""L2 ist ja noch im Anfangsstadium, jetzt will ich es nicht nutzen, später aber vielleicht schon"".
Sehr sehr häufige H-On Warnungen, meist gelb manchmal rot. Proband nimmt dann immer kurz die Hände ans Lenkrad und lässt dann aber wieder sofort los. 
","Über sehr lange Strecken kein H-Off verfügbar sondern nur H-On. Fehlermeldung durch Regen, dass Frontkamera verdeckt ist (wurde ein mal trocken gewischt, dann ist Meldung verschwunden, kam dann aber wieder durch Regen). 
L2 H-off funktionert immer wieder kurzfristig, dann aber auch wieder lange nicht.
in Baustelle 1x unerkannter Systemabwurf (macht blub-Ton, fängt dann an aus Spur rauszufahren). 1x in Baustelle sehr starke Kurve","","","sehr nass, regnet mittel bis stark, Aufwirbelungen und dadurch schlechte Sicht auf Straße, bewölkt. Gegen Ende klart es auf. Führt wiederholt zu Warnmeldung, dass die Frontkamera verdeckt sei (dann nur H-on möglich)","gabs nicht","Ich hatte den Fahrstreifenwechsel angekündigt und er hat das nicht gemacht, war mir dann nicht klar, warum nicht","Das ist natürlich nciht immer so klar ersichtlich, wann man Steuerung wieder übernehmen soll, aber ist jetzt keine Stresssituation oder so. Man hat natürlich schon Bedürfnis zu wissen warum das so ist aber gut ","Das ist z.B. dann, wenn man einen Fahrstreifenwechsel machen möchte und sich verstärkt auf Außenwechsel konzentriert um zu schauen obs geht. Dadurch verliert man Fokus auf Lenkrad und dadurch kommt es zu solchen SIgnalen. ","Ich würde so ein System immer nur mit HUD bevorzugen weil der Blick näher zur Strae gerichtet ist und man bekommt mehr vom Verkehrsgeschehen mit. Finde HUD sehr wichtig.","Das ist vom Handling, vom Fahren, deutlich besser als mit Porsche. Man merkt dass da ein Entwicklungsstand dazwischen ist, ist deutlich angenehmer. ","Würde Möglichkeit Hände wegzunehmen nutzen wenn dieser Check Hände wieder dran zu nehmen nicht da wäre (denkt H-On Warner ist Teil von H-off).","war ganz nett mal Elektroauto zu fahren :)","-"
"A","A_off",16,"Off_Ford","2022-04-13 00:00:00",60,50,0,4,3.6666666666666665,4.25,5,4,3.6666666666666665,4,5,6,6,5,6.666666666666667,3.6666666666666665,0.6875,2,3,4,4,2,0,4,3,6,1,4,4,4,3,1,4,5,5,4,2,4,4,4,4,3,4,4,4,4,3,4,5,5,4,5,5,5,6,6,6,6,6,5,7,6,5,6,4,7,7,6,6,2,6,2,4,2,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,2,2,2,1,1,2,0,0,1,1,1,1,0,1,NA,"",NA,"","","","","","","sehr souverän","","sehr souverän
Ende Eingewöhnungsfahrt: ""Ist natürlich sehr ungewohnt, die Hände vom Lenkrad zu nehmen""","1x Abwurf am anfang in Baustelle (auf mittlerer Spur)
1x Abwurf am Ende von Baustelle (sehr enge Kurve) (Trigger)
Trigger: Fahrzeug viel zu knapp vor Fahrzeug eingeschert, System bremst da nicht ab weil anderes Fahrzeug noch nicht genug in eigener Spur; Fahrer bremst
Trigger: Fahrzeug schwer in eigene Spur ein, System beschleunigt gerade, bremst erst sehr knapp davor

","","","Insgesamt recht hell, teilweise sonnig (eher tiefstehende Sonne) und teilweise bewölkt","Triggerknopf nicht gedrückt. Für mich war das schon nachvollziehbar, dass wenn der abrupt einschert nicht gleich reagiert. Fand System auch sehr stabil und klar. ","Allgemein war Aktivierung genauso wie beim BMW einfach und simpel. Das mit Standbye auch ganz ok. ","Ein mal in Baustelle hat sich Fahrbahn verengt, aber das finde ich gut dass ich drauf hingewiesen wurde dass ich selbst wieder Kontrolle in die Hand nehmen muss. ","Nein ","Hat schnell angesprochen, Bedienung wie beim BMW ganz optimal.","Muss sagen, dass man mit dem bissl flotter unterwegs ist. Vermutlic hweil man selbst Spurwechsel macht. Beim BMW immer abhängig davon, wann der BMW den Spurwechsel einleitet (hats immer mit Spurwechselassistent gemacht). Auch von der Beschleunigung beim Überholen oder Wiederanfahren, ging hier schneller. ","Hände weg: Wenn man sich mal damit angefreundet/abgefunden hat, dann ja. Man wird bissl müde/träge dadurch dass man so entspannt ist, aber muss geistig voll da sein ","Nein","Nein"
"A","A_off",17,"Off_BMW","2022-04-14 00:00:00",50,40,0,3,2.5,3.25,5,4,2,2.5,4.333333333333333,4.25,4.25,3.6666666666666665,2.3333333333333335,2.1666666666666665,1,0,1,3,3,4,0,4,1,5,1,1,3,1,3,2,3,3,5,4,1,4,3,4,3,3,4,4,2,2,1,3,5,1,2,5,3,5,4,4,5,4,4,5,4,4,2,5,4,3,3,1,4,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,NA,"",NA,"","","","","es ist etwas nützlicher als das von Ford, aber ""vorausschauendes Fahren"" geht anders. ","ich würde mich freuen, das Ergebnis der Studie zu erfahren / einne Auswertung zu erhaten. 
Den Ablauf der Studie fand ich gut organisiert. ","routinierter Fahrer","","viel Spurwechsel, daher auch viel Hände am Lenkrad
teils versucht Spurwechsel Hoff zu machen","","","","dichter Verkehr, sehr sonnig","2x gedrückt 
- Spurwechsel gescheitert wegen zu kleiner Lücke
- wieder Spurwechsel, kleine Lücke","Einschalten ok
1x mal deaktiviert bei Spurwechsel","Spurwechsel triggert Transition","Hände am Lenkrad bei Spurwechsel nicht als störend empfunden
","Anzeige im HUD positiv (weniger Blickabwendung)
","störend: starkes abbremsen in der Spur weil Spur nicht vorausschauend und weniger konservativ gewechselt wird","positiv: selber Spurwechseln möglich","Spurwechsel soll proaktiv vorgeschlagen werden -> Verkehrsfluss verbessern","gut organisiert :)
gibt es die Möglichkeit Ergebnisse mitzuteilen?"
"B","B_off",74,"Off_BMW","2022-04-19 00:00:00",70,60,0,2.9444444444444446,2.3333333333333335,4,2,3,3,3.5,6,6.25,4.5,5,6.333333333333333,4.5,0.9375,5,2,5,5,5,3,4,5,5,0,3,4,1,1,NA,4,5,2,3,2,2,3,NA,3,1,4,4,3,4,1,4,2,3,3,7,6,5,6,5,7,7,6,3,4,5,5,6,4,7,7,5,6,5,4,5,5,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,NA,"",NA,"","","","Rauchen, trinken, telefonieren über Freisprecheinrichtung, podcast hören usw. ","War sehr lehrreich","Danke das ich es ausprobieren durfte und Ängste abbauen","","","","","hatte ACC zwischenzeitlich doch kurz in einem Leihwagen verwendet
auf Wunsch des VP größerer Abstand eingestellt
gute automatische Spurwechsel
greift sehr früh ein","mehrfach in Baustelle (80km/h) auf 130 km/h beschleunigt -> Eingriff","mittlerer bis dichter Verkehr, Wetter: bewölkt und trocken
Triggerbutton Versuchsfahrt vergessen. Versuchsfahrt begann um 16:17
Wende in Ingolstadt Nord, dadurch längere Wendefahrt","2x mal während Baustelle auf 130 beschleunigt","","sehr eindeutig","nein","verständlich, etwas Übung nötig","1x starkes Bremsen -> übersteuern aufgrund von Angst vor Auffahrunfall
automatischer Spurwechsel: Trajektorie nicht ""weich"" genug, zu ruckartig","Spurhaltung zu ""wacklig"" (""evtl. nur psychologisch"")","interessant ","Wegbeschreibung innerhalb des Gebäudes."
"B","B_off",75,"Off_Ford","2022-04-20 00:00:00",55,50,0,3.526315789473684,3.6666666666666665,4.75,1,4,3.3333333333333335,3,4.666666666666667,6.5,5,5.666666666666667,6.666666666666667,4.333333333333333,1,1,1,3,3,3,0,3,1,6,1,3,4,3,2,NA,4,5,1,4,2,4,5,4,4,4,5,4,3,2,3,4,1,4,4,7,3,4,5,7,7,7,6,4,5,5,6,7,4,7,7,6,5,4,6,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,NA,"",NA,"","","","","","","","","","","Linke Hand fast die ganze Zeit am Lenkrad (schwebt kurz drüber)","1x Trigger: Einscherer am Beschleunigungsstreifen (ende Baustelle)
1x Trigger: Plötzlich TOR kurz nach Baustelle (wegen eingefrästen Linienmarkierungen?)
1x Trigger: Plötzlicher starker Bremsruck von Fahrzeug, vllt wegen einscherendem Fahrzeug","hell, tiefstehende reinleuchtende Sonne, blauer Himmel","1x Als ich geblinkt hab um Spur zu wechseln aber da war noch ein Auto auf der linken Spur, hat das Fahrzeug von alleine bisschen zu stark beschleunigt. 1x war Auto links neben uns und dann hat Auto von alleine von rechts überholt. ","Bei Auffahrten nicht, aber in Baustelle hat System sehr lange Fahrbahn nicht erkannt. Hatte es aktiviert aber ich musste selber lenken die ganze Zeit. ","Nein, war verständlich warum das so war ","Nein","Nein ","Eigentlich hat es sich gut verhalten, nur einmal als einer in Baustelle auf Autobahn aufgefahren ist, konnte System das vllt nicht so gut voraussehen, weil anderer recht spät rübergezogen ist. Da musste man dann eingreifen. ","nein","Ich hab die ganze Zeit aufgepasst und den Fuß die ganze Zeit hochgestellt, um rechtzeitig bremsen zu können, Fuß war dann mit der Zeit ziemlich angespannt durch ständiges oben halten ","nein"
"A","A_off",18,"Off_BMW","2022-04-21 00:00:00",70,65,0,3.789473684210526,4.166666666666667,3.5,1,5,4.333333333333333,4,6.666666666666667,6.25,5,6.333333333333333,7,6,0.875,2,2,5,5,5,3,5,5,4,1,3,4,3,3,2,4,2,1,5,4,4,4,5,4,4,4,4,4,4,4,4,1,5,5,7,7,6,6,6,7,6,7,4,4,5,5,7,7,7,7,7,6,3,7,6,7,7,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,0,0,1,1,0,0,0,1,1,1,1,0,1,NA,"",NA,"Videos schauen (mehr Entertainment ins Interieur bringen)","","","","stellenweise Handlung des Systems nicht verstanden/nachvollziehen können; gewisse Bedienschritte des Systems waren kontra meiner Gewohnheit (Bsp.: Blinker kurz antippen, um Spurenwechsel durchzuführen -> nutze generell oft nur das Antippen -> bei solchen automatisierten Systemen muss man aus den eigenen Mustern kommen); je komplexer die Aufgaben für das Fzg., umso ""komplizierter"" ist das System, welches ich als Fahrer:in nachvollziehen/verstehen muss; stellenweise fand ich die Fahrt (im H-off Modus) langweilig -> je höher die Automation, desto mehr Beschäftigung benötige ich -> System nimmt mir die Task ab; stellenweise dem System nicht genug vertrauen geschenkt (enge Spielräume) -> habe das Gefühl, dass ich dem höheren Level der Automation noch nicht so sehr vertraue, wie bspw. während der Testfahrten mit dem Ford -> Lernen und Verstehen vom System würden das Ergebnis sicherlich umdrehen und eine Begeisterung für das System zeigen -> Zukunft!","","","","E: Mind blowing -> VP ist begeistern von System
1x Warnung Aufmerksam bleiben & Ton
V: 1x Warnung Aufmerksam bleiben & Ton wegen Bedienung CID
4x VP will Spurwechsel schnell durchführen -> tippt Blinker an & lenkt selbst -> lenkt gegen Gegenmoment
1x Mode Confusion:  Fahrzeug war nur in ACC -> VP nimmt Hände weg
Baustelle: Vorderfahrzeug bremst fast bis Stillstand -> VP bremst selbst","V: 1x Fahrzeug bricht wohl wegen starker Sonneneinstrahlung L2 ab","","","Wetter: sonniger blauer Himmel
Straße: trocken","Bei getriggerten Situationen: hauptsächlich eigenes Verschulde, da gewohnt ist selbst den Spurwechsel durchzuführen. Verhaltensmuster war wohl noch nicht für den automatischen Spurwechsel angepasst","bei Auffahrten abgebrochen
und bei Baustelle wegen Vorderfahrzeug gebremst
sonst nicht","einmal hat ein rotes Lenkrad geblinkt -> VP weiß nicht mehr warum","hat zweimal Warnung Aufmerksam bleiben mitbekommen -> war wie ein Lehrer der schimpft
VP hat die Situation schnell verstanden und auf die Straße / HUD geblickt","super einfach
leicht zu bedienen und zu verstehen
auch ohne hinzusehen","Ein Spurwechsel war sehr komisch, da eng an herannahendem Fahrzeug und BMW hat zwischen eigener und linker Spur gependelt -> VP denkt es sei aber eher ein Nutzerfehler
trotzdem schöner Spurwechsel
ansonsten Systemverhalten lobenswert
tolles Abstandhalten","Im Vergleich zum On_Ford: VP hat mehr Vertrauen im Vorhinein in das On System. Durch die höhere und komplexere Assistenz konnte VP das System schwerer einschätzen -> weniger Vertrauen","VP wurde schneller als gewöhnlich langweilig bei H-off
Je höher Automation und Level desto mehr muss Nutzer als Gewohnheiten rausbrechen und System vertrauen","super interessant: hat das System noch nie so kontinuierlich genutzt -> findet das System gut
Ist noch ein langer Weg bis zur vollständigen Automation
Danke für die Teilnahme"
"A","A_off",19,"Off_Ford","2022-04-22 00:00:00",70,65,0,4.157894736842105,4.333333333333333,5,2,5,3.6666666666666665,4,5.333333333333333,6.5,4.5,6,5.333333333333333,5.666666666666667,0.75,3,2,2,4,4,0,4,3,5,1,2,3,2,1,2,5,5,2,5,4,5,5,5,4,4,5,3,4,4,4,5,2,4,4,5,5,6,5,7,7,7,5,3,5,5,7,7,4,5,5,6,6,4,6,6,6,6,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,2,1,1,1,0,2,NA,"",NA,"Nase putzen, Brille putzen, ","","","","Das eigenständige Lenken funktioniert sehr gut, ist aber dennoch ungewohnt. Gerade bei langgezogenen Kurven.
Das Auto sich selbst überlassen ist spannend wenn zwei Autobahnen zu einer werden und viele Autos einfädeln. in dieser Situation zuckt der Fuß (bremsen) und die Hände (lenken)","","","","E: H-off sei seltsam und komisch
VP gewöhnt sich aber daran
V: ist sich nach Hände los lassen noch häufig unsicher -> schwebt mit Händen nahe am Lenkrad, bis sich sicher, dass Fahrzeug selbst lenkt
VP setzt 1x Geschwindigkeit auf 135 km/h -> H-on Warnung -> VP verwirrt und nimmt Hände dran; nach zweiter Warnung fragt VP warum und VL erinnert an max. 133 km/h für H-off -> währenddessen H-on Warnung visuell & mit Ton -> VP greift erst spät ans Lenkrad","","","","Wetter: sonnig
Straße: trocken","keine Ergänzungen","Deaktivieren war einfach","1x VP stellt zu hohe Geschwindigkeit ein -> H-on Warnung -> komische und ungewohnte Situation, da Display was anderes anzeigt, VP hat sich aber nicht hilflos gefühlt. War sofort ersichtlich, dass etwas nicht passt, dadurch dass von blau zu weiß gewechselt","bei E: eine Situation mit Eyes on Road Warnung nur visuell -> VP sofort gelesen verstanden und auf die Straße geschaut","Knöpfe: einfacher als beim Porsche, da angenehmer, dass am Lenkrad als Knöpfe und nicht als Hebel, auch logischer als im Porsche z.B. Geschwindigkeitsregelung als Kippschalter, prinzipiell logisch","alles angenehm","H-off könnte man situationsbedingt nutzen, für z.B. lange Strecken auf der Autobahn","","war super interessant
findet Studie gut, da Systeme von Porsche und Ford noch nicht ganz gut funktionieren und Forschung in diese Richtung gut ist
findets super, dass Fahrzeug mit nach Hause zum ausprobieren bekommen hat"
"B","B_off",76,"Off_Ford","2022-04-25 00:00:00",60,55,0,3.473684210526316,3.5,4,1,4.5,3.3333333333333335,4,6,6.5,4.5,4.333333333333333,7,4.666666666666667,0.875,1,3,5,4,0,0,4,1,5,1,3,4,4,3,NA,4,4,1,4,3,4,4,5,4,4,4,4,3,4,2,4,1,3,4,7,5,6,5,7,7,7,6,2,5,5,6,6,1,7,7,7,5,2,7,6,4,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,NA,"",NA,"","","","","","","","","","","""ganz am Anfang bei erster Aktivierung war das Fahrzeug gefühlt zu weit rechts, hab mich aber nach 2-3 Minuten daran gewöhnt""
Bei 2x Trigger drücken für Ende Versuchsfahrt: nur als 1x erkannt?
""Man kann die geschwindigkeit schwer einschätzen, weil man selbst nicht am Gas ist""","1. 4. und 5. Trigger: confusion: denkt sie ist im Aus-Modus, ist aber eigentlich standby --> deaktiviert ausversehen mit A-Taste statt zu aktivieren
2. Trigger: kurz vor Ende Baustelle: verliert Spur (weiß nicht ob da grad system oder Proband gelenkt hat)
3. Trigger: kurz nach Baustelle Systemabbruch","bewölkt, teilweise sonnig (Proband macht einmal kurz Sonnenblende runter), trocken","Nach Baustelle musste ich übernehmen, da wo Spurwechsel zurück war","EIn mal wollte ich aktivieren aber irgendwie hat es nicht funktioniert (Notiz: dachte es wäre im Aus Modus, war aber Standby und hat mit ATaste dann ausversehen deaktiviert)","War eigentlich immer klar, hat man immer schnell gesehen wenn man übernehmen musste","Nein","Nein ,war sehr intuitiv, einfach ","Am Anfang ungewohnt wenn mans das erste Mal aktiviert, aber nach 2-3 Minuten hab ich mich total sicher gefühlt ","Ob ich Hände am Lenkrad hab oder nicht, ist für mich nicht so der krasse Unterschied","Nein","Nein"
"B","B_off",77,"Off_BMW","2022-04-26 00:00:00",60,55,0,3.263157894736842,3.5,4,1,3.5,2.6666666666666665,4,7,6.75,6,5.666666666666667,7,5.833333333333333,0.8125,3,0,0,4,3,0,4,3,6,0,NA,NA,NA,NA,NA,4,4,1,4,1,4,4,3,4,4,4,4,3,4,2,4,1,3,4,7,7,7,6,7,7,7,7,5,6,6,6,7,4,7,7,7,6,3,6,6,7,7,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,1,1,0,2,NA,"",NA,"","Nachrichten auf der Smartwatch lesen (nicht schreiben)","","Ich wechsle privat öfter die Spur. ","130 auf dem Autobahnzubringer sind zu viel. Ich war beim Spurwechsel manchmal noch unsicher mit dem System. ","Die Bedienung ist sehr intuitiv!","","","","","1x kurz Kaffee getrunken ganz am Anfang der VF mit H-off
viel automatisierte Spurwechsel genutzt","System trotz teil starkem Regen stabil
1x in Baustelle abgeworfen
1x TOR in Baustelle ohne ersichtlichen Grund, sofort wieder verfügbar
2x Spurwechsel abgebrochen
2x rechts überholt","mittlerer bis starker Regen
","","","","","","","","",""
"A","A_off",20,"Off_BMW","2022-04-29 00:00:00",70,65,0,4.368421052631579,4.333333333333333,5,4.5,5,2.6666666666666665,5,6.333333333333333,7,6,6.666666666666667,7,6.333333333333333,0.6875,0,0,5,3,3,0,5,0,5,1,4,4,4,3,NA,5,5,4,5,1,5,5,5,5,4,5,3,5,5,2,5,5,4,5,7,6,6,7,7,7,7,7,5,6,6,6,7,7,7,7,7,6,7,7,7,7,4,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,2,1,1,1,2,2,NA,"",NA,"","","","","","","","","","","E: Automatisiertes Ausparken gruselig
BMW habe ein feinfühligeres System als VW
V: LKW schert 1x  sehr scharf aus -> L2 bleibt aktiv -> sehr knapp gebremst
VP hat zum Ende durchgehend Hände dran","","- Wetter: sonnig
- Straße: trocken","","Ausfädelspur wird nicht ganz vertraut, da VW dort so schlecht geregelt hat","nicht dass VP wüsste","keine Warnugen","Bedienung war simpel
Symbole waren besser als im VW -> größer, besser, simpler","Erkennt wohl Lkw von rechts einscherend schlechter als Pkw
Generell komisch, dass bloß Fahrzeuge auf der linken Spur angezeigt werden und nicht auf der rechten
Abstand hat immer gepasst
System lief einwandfrei, kann man nicht meckern","VP war recht müde und hatte teilweise deswegen die Hände dran7
Eher ja bei H-off liegt an persönlichem Empfinden, dass man das nicht gewohnt ist
man sieht gut, dass Fahrzeug selbst hält durch sich selbst drehendes Lenkrad","Wesentlich ausgereifter, größeres Vertrauen, klarere Anzeigen als im VW
schick","fand gut, dass erst hier erfahren hat, welches Fahrzeug sie bekommt
QR-Codes sind super
super, dass immer für Rückfragen parat"
"B","B_off",78,"Off_BMW","2022-05-03 00:00:00",75,65,0,3.125,3.1666666666666665,5,1,NA,2,4,4.666666666666667,6.75,6.5,5,5,3.5,0.875,0,1,3,3,5,1,4,3,5,0,3,3,4,4,NA,4,5,1,NA,1,5,5,NA,4,2,5,2,2,4,2,NA,1,3,4,6,4,4,6,7,7,7,6,6,7,7,6,5,4,5,5,5,5,3,4,4,4,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,0,0,1,1,0,0,0,2,1,1,1,0,1,NA,"",NA,"","","","Radio wäre eingeschaltet gewesen","","","","","","","""macht Spaß mit dem Fahrzeug zu fahren""
VP hat Probleme den An-/Aus-Knopf zu drücken -> muss manchmal öfters und fester drücken, bis System aktiviert wird
E: 3x automatischer Spurwechsel nicht möglich, da Hände nicht dran","E: 2x gelbes Lenkrad -> von H-off zu H-on","Wetter: sonnig/ bewölkt
Straße während Versuch: trocken
Straße während Eingewöhnung: feucht","keine Ergänzungen","in der Regel in Situationen mit einscherendem Fahrzeug -> VP hätte früher gebremst / vorausschauender
VP hat bei zwei automatisierten Spurwechsel den Vorgang durch Lenkeingriff abgebrochen, da Spurwechsel zu lange gedauert hat für ankommendes Fahrzeug von hinten","-","es kam zu keinen Warnungen","automatisierter Spurwechsel ist gewöhnungsbedürftig, VP hätte früher ausgeschert und beschleunigt
Knöpfe waren ok; Knöpfe sitzen zu tief für eine Handstellung auf 11 und 2 Uhr; teilweise hat System nicht registriert, dass VP An-Knopf gedrückt hat
Symbole zielführend, verständlich; im HUD angezeigter Verkehr wurde erst später in der Fahrt erkannt und wahrgenommen -> zu viele Einflüsse im dichten Verkehr, da man Fahrzeuge im HUD und in echt doppelt sieht -> kann erschlagend sein
HUD wird deutlich häufiger verwendet als Kombidisplay
Bremse reagiert zu früh und schaltet zu früh System ab","hat sehr gut funktioniert
nach kurzer Eingewöhnung konnte VP Fahrzeug vertrauen","VP ist einmal auf die rechte Spur und hat System abgeschalten, da gedacht, dass Baustelle kommt
würde System im starken Verkehr nicht nutzen, sonst wenn Straße frei würde VP System nutzen
Würde mit Spurführung Fahrverhalten ändern -> würde z.B. später Spurwechsel durchführen
Würde automatischen Spurwechsel nicht nutzen, da eigentlich H-off und dann müssen doch die Hände hin","79 km/h in der 80er Zone ist zu niedrig
",""
