"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Einleitung","VP","AutoFahrt","DatumFahrt","DauerFahrt","L2AnteilFahrt","Probandencode[Vorname]","Probandencode[Strasse]","Probandencode[Tag]","DefGesamtsystem1","Vertrauen[TiA1]","Vertrauen[TiA2]","Vertrauen[TiA3]","Vertrauen[TiA4]","Vertrauen[TiA5]","Vertrauen[TiA6]","Vertrauen[TiA7]","Vertrauen[TiA8]","Vertrauen[TiA9]","Vertrauen[TiA10]","Vertrauen[TiA11]","Vertrauen[TiA12]","Vertrauen[TiA13]","Vertrauen[TiA14]","Vertrauen[TiA15]","Vertrauen[TiA16]","Vertrauen[TiA17]","Vertrauen[TiA18]","Vertrauen[TiA19]","DefGesamtsystem2","Akzeptanz[PE1]","Akzeptanz[PE3]","Akzeptanz[PE4]","Akzeptanz[EE1]","Akzeptanz[EE2]","Akzeptanz[EE3]","Akzeptanz[EE4]","Akzeptanz[ATT1]","Akzeptanz[ATT2]","Akzeptanz[ATT3]","Akzeptanz[ATT4]","Akzeptanz[FC1]","Akzeptanz[FC2]","Akzeptanz[FC3]","Akzeptanz[ITU1]","Akzeptanz[ITU2]","Akzeptanz[ITU3]","Akzeptanz[PS1]","Akzeptanz[PS2]","Akzeptanz[PS3]","Akzeptanz[PS4]","Akzeptanz[PS5]","Akzeptanz[PS6]","DefGesamtsystem3","Systemverstaendnis[1]","Systemverstaendnis[2]","Systemverstaendnis[3]","Systemverstaendnis[4]","Systemverstaendnis[5]","Systemverstaendnis[6]","Systemverstaendnis[7]","Systemverstaendnis[8]","Systemverstaendnis[9]","Systemverstaendnis[10]","Systemverstaendnis[11]","Systemverstaendnis[12]","Systemverstaendnis[13]","Systemverstaendnis[14]","Systemverstaendnis[15]","Systemverstaendnis[16]","DefGesamtsystem4","NDRTs[NDRT1]","NDRTs[NDRT2]","NDRTs[NDRT3]","NDRTs[NDRT4]","NDRTs[NDRT5]","NDRTs[NDRT6]","NDRTs[NDRT7]","NDRTs[NDRT8]","MatrixNDRTsFreitext[0_SQ001]","MatrixNDRTsFreitext[1_SQ001]","MatrixNDRTsFreitext[2_SQ001]","MatrixNDRTsFreitext[3_SQ001]","MatrixNDRTsFreitext[4_SQ001]","MatrixNDRTsFreitext[5_SQ001]","DefGesamtsystem5","SubjUeberwachguete[1]","SubjEinflussSetting","SubjEinflussSettKomm","Kommentare","SonstKommentare","interviewtime","groupTime6915","EinleitungTime","VPTime","AutoFahrtTime","DatumFahrtTime","DauerFahrtTime","L2AnteilFahrtTime","groupTime6921","ProbandencodeTime","groupTime6916","DefGesamtsystem1Time","VertrauenTime","groupTime6917","DefGesamtsystem2Time","AkzeptanzTime","groupTime6918","DefGesamtsystem3Time","SystemverstaendnisTime","groupTime6919","DefGesamtsystem4Time","NDRTsTime","MatrixNDRTsFreitextTime","groupTime6920","DefGesamtsystem5Time","SubjUeberwachgueteTime","SubjEinflussSettingTime","SubjEinflussSettKommTime","KommentareTime","SonstKommentareTime"
"90","2022-04-04 17:53:10","7","de","1365838757","2022-04-04 17:42:20","2022-04-04 17:53:10","","70","1","2022-04-04 00:00:00","50","43","NA","MÜ","09","","3","3","1","4","3","4","1","4","4","0","3","3","3","4","3","2","1","3","4","","7","6","5","5","7","7","7","7","4","6","4","5","7","7","7","7","6","2","5","3","6","5","5","","0","1","1","1","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","4","4","2","0","3","1","","","","","","","","5","1","","1) Ich konnte nicht ganz nachvollziehen, wie das System reagiert, wenn ein Auto vor mir die Spur wechseln wollte und habe das als stressige Situation wahrgenommen. Vielleicht vorher darüber aufklären, dasss so eine Situation selbst reguliert werden muss oft?

2) Ich habe mich im Auto sehr sicher gefühlt, auch wenn ich die Maße des Autos nicht kannte vorher. Sonst hätte ich im Laufe der Fahrt beispielsweise kein Radio eingeschaltet.","","653.34","30.24","","","","","","","35.21","","107.34","","","129.98","","","97.28","","","90.52","","","","162.77","","","","","",""
"91","2022-04-05 11:28:46","7","de","1393092284","2022-04-05 10:58:26","2022-04-05 11:28:46","","71","0","2022-04-05 00:00:00","50","50","ie","fr","03","","1","1","0","2","4","2","2","3","1","2","3","1","1","2","3","3","0","2","2","","5","2","2","3","4","5","5","4","2","2","2","2","4","4","2","2","2","4","7","6","3","2","1","","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","0","4","1","3","0","3","0","","","","","","","","5","1","","Man erkennt nicht ob das Fahrzeug eine Änderung im Verkehr wahrgenommmen hat. z.B: Das Spurwechseln eines LKW auf meine Fahrbahn. Selbst würde ich früher Bremsen weil der Nachkommende Verkehr auch mehr Zeit dadurch hat sich auf die Situation einzustellen und Bereits mit Bremsen Reagieren kann. Man wartet oft ob das System mit einer Reaktion kommt. Wenn es Optisch schon eine Ankündigung des Systems gäbe das der Spurwechsel des LKW bereits erkannt wurde gäbe es einem ein  sichereres Gefühl. Selbst  würde ich in der Situation bereuts früher anfangen zu Reagieren.","","1567.45","27.72","","","","","","","33.55","","186.85","","","242.74","","","136.4","","","273.98","","","","666.21","","","","","",""
"92","2022-04-05 18:11:07","7","de","605189883","2022-04-05 17:59:02","2022-04-05 18:11:07","","72","0","2022-04-05 00:00:00","45","45","ID","UL","09","","3","3","3","4","3","3","1","4","3","1","3","4","2","3","3","1","3","3","3","","6","1","6","6","7","6","7","6","4","6","5","6","7","7","7","7","7","1","5","5","5","4","6","","0","1","1","0","2","1","1","0","0","0","0","1","1","1","0","1","","4","2","5","5","5","0","3","3","","","","Lesen","","","","6","1","","-Spurwechselassistent ist nervig, es dauert teilweise sehr lange, bis die angelegten Hände erkannt werden-> lieber Spurwechsel ohne Assistent, oder Verbesserung, dass Hände nicht am Lenkrad sein müssen.
","","725.18","23.46","","","","","","","28.69","","142.1","","","167.91","","","147.74","","","104.12","","","","111.16","","","","","",""
"93","2022-04-06 15:45:48","7","de","646159096","2022-04-06 15:28:03","2022-04-06 15:45:47","","73","1","2022-04-06 00:00:00","45","43","la","la","04","","4","3","0","4","1","4","0","4","3","2","4","2","2","3","1","0","0","2","4","","7","4","6","7","7","7","7","7","6","7","7","4","6","7","7","7","7","3","2","4","7","6","2","","0","1","0","0","0","1","1","2","1","0","0","1","1","1","0","2","","3","4","4","5","5","0","5","5","","","","","Nach meinem Hund auf der Rückbank schauen","","","6","1","","Nachdem ich mich an das Sytem gwöhnt hatte, habe ich bemerkt, dass ich gedanklich öfters abgeschweift wäre und zu lang nicht nach vorne geschaut habe. Das Alarmsystem zur Strassenbeobachtung hat mir sehr geholfen. Ansonsten war es sehr angenehm zu fahren und ich habe mich sehr wohl gefühhlt. ","","1067.11","21.42","","","","","","","44.18","","240.35","","","207.6","","","152.14","","","165.38","","","","236.04","","","","","",""
"96","2022-04-08 11:03:00","7","de","5222280","2022-04-08 10:56:37","2022-04-08 11:02:59","","13","0","2022-04-08 00:00:00","50","49","TA","BU","09","","3","3","1","5","1","2","2","5","2","2","2","2","1","2","3","1","1","3","2","","5","2","4","4","5","3","6","5","3","6","6","6","7","6","7","7","7","2","3","2","4","4","6","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","0","3","2","1","0","4","1","","","","","","","","6","0","Ich hätte Spurwechsel viel regelmäßiger vorgenommen.","","","384.94","16.51","","","","","","","14.5","","115.57","","","111.95","","","60.89","","","31.54","","","","33.98","","","","","",""
"97","2022-04-08 13:01:59","7","de","236387278","2022-04-08 12:51:55","2022-04-08 13:01:59","","15","1","2022-04-08 00:00:00","70","65","IA","MÜ","01","","3","4","4","2","0","3","0","2","4","1","4","4","4","3","3","0","4","4","4","","7","6","6","7","7","7","7","7","6","7","7","7","7","6","7","7","7","1","6","1","7","6","7","","0","1","1","0","0","1","1","0","0","0","1","1","1","1","0","1","","0","0","2","3","1","0","1","1","","","","","","","","6","1","","Komme nach kurzer Zeit schnell mit dem System zurecht, hätte keine Bedenken, es einzusetzen","","605.45","16.41","","","","","","","29.07","","131.48","","","141.68","","","131.64","","","68.54","","","","86.63","","","","","",""
"98","2022-04-08 16:14:43","7","de","932110997","2022-04-08 16:03:21","2022-04-08 16:14:43","","14","0","2022-04-08 00:00:00","70","45","Li","Rh","04","","4","4","0","4","4","4","1","4","3","5","4","3","4","3","4","1","0","3","3","","7","4","7","7","7","7","7","7","4","7","7","4","7","7","7","7","4","4","7","4","4","4","7","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","2","","0","0","2","2","0","0","1","0","","","","","","","","6","1","","","","681.14","60.66","","","","","","","41.79","","162.81","","","174.28","","","118.83","","","86.62","","","","36.15","","","","","",""
"100","2022-04-13 16:03:25","7","de","1148681261","2022-04-13 15:56:02","2022-04-13 16:03:25","","16","1","2022-04-13 00:00:00","60","50","de","la","01","","3","4","4","3","3","3","1","3","3","2","3","3","3","3","2","1","4","4","3","","5","5","5","6","6","6","6","6","5","7","6","5","6","4","7","7","6","2","6","2","2","4","2","","0","1","2","2","2","1","1","2","0","0","1","1","1","1","0","1","","2","3","4","4","2","0","4","3","","","","","","","","6","1","","","","445.98","13.39","","","","","","","19.68","","78.71","","","129.33","","","134.14","","","51.32","","","","19.41","","","","","",""
"101","2022-04-14 15:48:42","7","de","37590350","2022-04-14 15:33:00","2022-04-14 15:48:42","","17","0","2022-04-14 00:00:00","50","40","ga","Mü","09","","2","2","4","3","4","3","2","3","2","2","3","3","1","1","4","2","4","0","1","","5","3","5","4","4","5","4","4","5","4","4","2","5","4","3","3","1","4","7","6","3","2","1","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","1","3","3","4","0","4","1","","","","","","","","5","1","","es ist etwas nützlicher als das von Ford, aber ""vorausschauendes Fahren"" geht anders. ","ich würde mich freuen, das Ergebnis der Studie zu erfahren / einne Auswertung zu erhaten. 
Den Ablauf der Studie fand ich gut organisiert. ","941.85","22.02","","","","","","","55.13","","188.66","","","197.95","","","127.08","","","131.61","","","","219.4","","","","","",""
"102","2022-04-19 17:37:59","7","de","626835838","2022-04-19 17:21:42","2022-04-19 17:37:59","","74","0","2022-04-19 00:00:00","70","60","ta","mü","04","","3","4","1","2","3","1","2","5","2","4","3","3","2","3","4","1","1","2","2","","7","6","5","6","5","7","7","6","3","4","5","5","6","4","7","7","5","2","3","4","5","5","2","","0","0","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","5","2","5","5","5","3","4","5","","","","","","","","5","0","Rauchen, trinken, telefonieren über Freisprecheinrichtung, podcast hören usw. ","War sehr lehrreich","Danke das ich es ausprobieren durfte und Ängste abbauen","978.3","39.35","","","","","","","52.06","","206.84","","","229.03","","","169.75","","","116.36","","","","164.91","","","","","",""
"103","2022-04-20 18:23:01","7","de","1855294567","2022-04-20 18:12:25","2022-04-20 18:23:01","","75","1","2022-04-20 00:00:00","55","50","IA","DO","10","","3","4","0","3","3","3","0","3","3","1","4","3","2","1","2","1","0","3","3","","7","3","4","5","7","7","7","6","4","5","5","6","7","4","7","7","6","3","4","2","5","4","2","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","3","3","3","0","3","1","","","","","","","","6","1","","","","637.07","16.23","","","","","","","33.3","","157.56","","","173.33","","","108.04","","","113.37","","","","35.24","","","","","",""
"104","2022-04-21 11:37:56","7","de","639160986","2022-04-21 11:23:18","2022-04-21 11:37:56","","18","0","2022-04-21 00:00:00","70","65","DA","HA","09","","3","1","0","4","1","3","1","4","3","1","3","3","3","3","1","1","0","4","4","","7","7","6","6","6","7","6","7","4","4","5","5","7","7","7","7","7","2","5","1","6","7","7","","0","1","2","0","0","1","1","0","0","0","1","1","1","1","0","1","","2","2","5","5","5","3","5","5","","","","Videos schauen (mehr Entertainment ins Interieur bringen)","","","","4","1","","stellenweise Handlung des Systems nicht verstanden/nachvollziehen können; gewisse Bedienschritte des Systems waren kontra meiner Gewohnheit (Bsp.: Blinker kurz antippen, um Spurenwechsel durchzuführen -> nutze generell oft nur das Antippen -> bei solchen automatisierten Systemen muss man aus den eigenen Mustern kommen); je komplexer die Aufgaben für das Fzg., umso ""komplizierter"" ist das System, welches ich als Fahrer:in nachvollziehen/verstehen muss; stellenweise fand ich die Fahrt (im H-off Modus) langweilig -> je höher die Automation, desto mehr Beschäftigung benötige ich -> System nimmt mir die Task ab; stellenweise dem System nicht genug vertrauen geschenkt (enge Spielräume) -> habe das Gefühl, dass ich dem höheren Level der Automation noch nicht so sehr vertraue, wie bspw. während der Testfahrten mit dem Ford -> Lernen und Verstehen vom System würden das Ergebnis sicherlich umdrehen und eine Begeisterung für das System zeigen -> Zukunft!","","878.31","28.94","","","","","","","20.78","","104.57","","","135.55","","","99.56","","","99.37","","","","389.54","","","","","",""
"105","2022-04-22 11:03:30","7","de","303263650","2022-04-22 10:51:00","2022-04-22 11:03:30","","19","1","2022-04-22 00:00:00","70","65","KE","FR","05","","4","4","1","4","1","4","0","4","3","1","4","2","3","3","1","0","1","3","3","","5","5","6","5","7","7","7","5","3","5","5","7","7","4","5","5","6","2","4","2","6","6","6","","0","1","0","0","0","1","1","2","0","0","2","1","1","1","0","2","","3","2","2","4","4","0","4","3","","","","Nase putzen, Brille putzen, ","","","","5","1","","Das eigenständige Lenken funktioniert sehr gut, ist aber dennoch ungewohnt. Gerade bei langgezogenen Kurven.
Das Auto sich selbst überlassen ist spannend wenn zwei Autobahnen zu einer werden und viele Autos einfädeln. in dieser Situation zuckt der Fuß (bremsen) und die Hände (lenken)","","750.92","16.46","","","","","","","26.43","","119.08","","","145.81","","","124.42","","","141.03","","","","177.69","","","","","",""
"106","2022-04-25 10:51:50","7","de","558578377","2022-04-25 08:54:09","2022-04-25 10:51:50","","76","1","2022-04-25 00:00:00","60","55","DE","BR","08","","3","3","0","3","2","3","1","4","3","1","3","3","2","3","3","1","0","2","3","","7","5","6","5","7","7","7","6","2","5","5","6","6","1","7","7","7","3","6","1","6","4","4","","0","1","1","0","0","1","0","0","0","0","1","1","1","1","0","1","","1","3","5","4","0","0","4","1","","","","","","","","5","1","","","","7063.38","6603.53","","","","","","","33.13","","102.62","","","128.85","","","101.57","","","71.81","","","","21.87","","","","","",""
"107","2022-04-26 15:50:51","7","de","1761780386","2022-04-26 15:41:15","2022-04-26 15:50:51","","77","0","2022-04-26 00:00:00","60","55","IA","AL","04","","3","3","0","3","4","3","1","2","3","1","3","3","2","3","3","1","0","2","3","","7","7","7","6","7","7","7","7","5","6","6","6","7","4","7","7","7","2","5","2","6","7","7","","0","1","0","0","0","1","1","0","0","0","2","1","1","1","0","2","","3","0","0","4","3","0","4","3","","","","","Nachrichten auf der Smartwatch lesen (nicht schreiben)","","","6","0","Ich wechsle privat öfter die Spur. ","130 auf dem Autobahnzubringer sind zu viel. Ich war beim Spurwechsel manchmal noch unsicher mit dem System. ","Die Bedienung ist sehr intuitiv!","577.07","22.41","","","","","","","84.23","","82.5","","","97.93","","","125.88","","","82.37","","","","81.75","","","","","",""
"109","2022-04-29 11:19:05","7","de","1805270626","2022-04-29 11:10:39","2022-04-29 11:19:05","","20","0","2022-04-29 00:00:00","70","65","ne","MÜ","04","","4","4","3","4","4","4","0","4","4","1","4","2","4","4","3","0","4","3","4","","7","6","6","7","7","7","7","7","5","6","6","6","7","7","7","7","7","2","1","1","7","7","4","","0","1","1","1","0","1","1","1","0","0","2","1","1","1","2","2","","0","0","5","3","3","0","5","0","","","","","","","","5","1","","","","507.45","14.26","","","","","","","25.25","","109.44","","","163.52","","","119.99","","","49.44","","","","25.55","","","","","",""
"110","2022-05-03 11:09:49","7","de","1604275980","2022-05-03 10:52:27","2022-05-03 11:09:49","","78","0","2022-05-03 00:00:00","75","65","TA","BA","12","","3","4","0","5","4","4","0","5","3","3","4","1","1","3","3","5","0","2","3","","6","4","4","6","7","7","7","6","6","7","7","6","5","4","5","5","5","3","5","4","4","4","1","","0","1","2","0","0","1","1","0","0","0","2","1","1","1","0","1","","0","1","3","3","5","1","4","3","","","","","","","","5","0","Radio wäre eingeschaltet gewesen","","","1041.71","29.23","","","","","","","126.61","","235.15","","","232.89","","","147.78","","","135.83","","","","134.22","","","","","",""
"111","2022-05-04 17:12:29","7","de","1523735926","2022-05-04 16:59:17","2022-05-04 17:12:29","","79","0","2022-05-04 00:00:00","70","65","LE","PF","02","","3","4","2","3","3","3","1","3","3","0","3","4","2","2","2","0","1","2","3","","7","5","6","6","7","7","7","6","4","5","6","4","6","5","7","7","7","2","5","3","6","5","1","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","3","3","3","1","3","1","","Dinge im Innenraum greifen, z.B. Handschuhfach","","Freigegebene Inhalte im Infotainment nutzen","","","","5","1","","Sehr komfortables System, hatte großes Vertrauen und auch keine bösen Überraschungen, bis auf eine Szene mit plötzlich einscherendem Verkehr. Das wäre aber auch bei manueller Fahrt überraschend gewesen.","","792.68","14.99","","","","","","","38.46","","166.96","","","128.73","","","189.51","","","148.54","","","","105.49","","","","","",""
"112","2022-05-05 10:11:54","7","de","744262019","2022-05-05 10:04:30","2022-05-05 10:11:54","","80","0","2022-05-05 00:00:00","60","55","ON","KÖ","10","","3","1","2","3","4","2","3","3","2","0","2","3","3","2","4","1","3","2","3","","6","2","5","5","6","7","7","6","1","3","5","4","7","6","6","5","4","2","3","3","5","6","2","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","2","","3","5","5","5","5","0","5","5","","","","","","","","4","0","Richtgeschwindigkeit auf Autobahnen überschritten, in Bereichen mit hohem Verkehrsaufkommen weniger automatisiert und stärker manuell gefahren","Das System ist sehr gut, allerdings kann es vor allem Einscherer bzw. erforderliche Spurwechsel noch deutlich schlechter einschätzen als der Mensch","","444.15","20.06","","","","","","","42.57","","80.27","","","95.05","","","60.85","","","60.8","","","","84.55","","","","","",""
"115","2022-05-05 15:11:50","7","de","1016486162","2022-05-05 15:01:55","2022-05-05 15:11:50","","23","1","2022-05-05 00:00:00","48","46","LE","MA","06","","3","4","1","2","4","2","3","2","2","3","2","2","1","3","3","3","2","3","1","","6","4","5","5","5","6","6","6","2","3","3","5","5","4","5","5","5","3","5","5","3","5","6","","0","1","2","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","3","4","5","4","1","5","4","","","","","","Brille wechseln (von Sehbrille auf Sonnenbrille mit Sehstärke)","","4","1","","Das Fahrzeug war deutlich unsicherer beim Spurhalten, man hatte häufig das Gefühl, bald von der Fahrbahn abzuweichen, sodass ich trotzdem die Hände am Lenkrad hatte bzw. ganz in der Nähe.","","596.27","29.49","","","","","","","18.11","","131.51","","","112.37","","","107.86","","","85.28","","","","111.65","","","","","",""
"116","2022-05-05 16:14:03","7","de","195238170","2022-05-05 16:00:18","2022-05-05 16:14:03","","24","0","2022-05-05 00:00:00","50","45","Se","Fr","12","","3","3","3","3","3","3","1","3","2","1","3","3","3","2","2","1","3","2","2","","5","4","4","5","6","6","6","4","2","4","4","3","6","6","6","6","6","2","4","5","4","4","6","","0","1","1","0","0","1","1","0","0","0","2","1","1","1","0","1","","1","0","1","3","4","0","4","3","","","","","","","","6","1","","Ich würde vorausschauender fahren, z.B. bei einer sichtbaren, aber etwas weiter entfernten Geschwindigkeitsbeschränkung das Fahrzeug ausrollen lassen.
Ebenso bei stärkerem Verkehrsaufkommen beim Überholvorgang kurzzeitig stärker beschleunigen, um auch etwas kleinere Lücken zu nutzen ohne den nachfolgenden Verkehr auszubremsen.","","824.55","14.06","","","","","","","49.26","","185.9","","","181.09","","","88.72","","","65.43","","","","240.09","","","","","",""
"117","2022-05-06 11:23:28","7","de","1084406905","2022-05-06 11:16:17","2022-05-06 11:23:28","","21","1","2022-05-06 00:00:00","80","60","UN","MU","04","","4","4","3","3","3","3","0","4","4","1","4","2","0","2","3","1","3","1","3","","6","1","5","6","7","6","7","7","1","4","5","2","7","7","7","6","7","5","2","7","6","5","4","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","3","3","4","5","4","0","5","5","","","","","","","","4","0","hätte mehr ablenkung zugelassen","","","430.61","22.42","","","","","","","22.84","","102.18","","","122.03","","","67.73","","","41.23","","","","52.18","","","","","",""
"120","2022-05-06 13:24:22","7","de","689678994","2022-05-06 13:12:52","2022-05-06 13:24:22","","22","0","2022-05-06 00:00:00","60","58","KE","BI","07","","3","2","3","4","2","3","0","3","3","2","2","4","2","3","3","1","3","3","3","","6","7","7","6","6","5","6","7","5","6","6","7","7","6","6","7","6","1","3","2","6","7","4","","0","1","2","0","0","1","1","0","0","0","2","1","1","1","0","1","","5","4","5","4","4","0","5","4","","","","","","","","6","0","Benutzung des Mobiltelefons, Essen etc. während der Fahrt","Die Möglichkeit des Spurwechselassistenten würde ich eher weniger nutzen, da beide Hände am Lenkrad sind und somit des Spurwechselvorgang auch selbst durchgeführt werden könnte. Die Benutzung des Spurwechselassistenten birgt viele Voraussetzungen die man beachten muss, dass ein Spurwechsel von Statten geht.
Einen Spurwechselassistenten würde ich als eher sinnvoll erachten, wenn ein Spurwechselvorgang lediglich durch Betätigung des Fahrtrichtungsanzeigers möglich wäre, ohne dabei die Hände am Lenkrad haben zu müssen.","","690.92","16.29","","","","","","","62.1","","92.85","","","134.15","","","100.2","","","41.26","","","","244.07","","","","","",""
"121","2022-05-09 09:13:07","7","de","2057819901","2022-05-09 09:06:54","2022-05-09 09:13:07","","25","0","2022-05-09 00:00:00","50","45","ÜM","AN","09","","3","4","3","3","4","4","0","3","3","1","4","4","4","3","1","1","3","3","4","","7","7","7","7","7","7","7","7","4","6","7","6","7","7","7","7","4","1","4","1","1","7","7","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","2","","1","2","3","3","0","0","2","0","","","","","","","","5","1","","","","373.1","24.22","","","","","","","19.84","","82.84","","","105.55","","","76.26","","","46.33","","","","18.06","","","","","",""
"122","2022-05-10 18:33:15","7","de","1557031948","2022-05-10 18:23:14","2022-05-10 18:33:15","","81","0","2022-05-10 00:00:00","65","55","IA","BO","09","","2","3","0","3","2","3","2","4","3","1","3","2","1","2","4","1","0","1","3","","5","3","2","5","6","7","7","5","1","4","4","1","5","1","5","5","6","2","6","5","4","4","1","","0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","1","","3","3","5","5","5","0","5","3","","","","","","","","4","0","Ich war zu konzentriert, um Radio/Musik/Hörbücher zu hören","Wenn ich die Spur schnell wechseln wollte, habe ich das lieber manuell gemacht. 
In manchen Situationen war es mir lieber, die Kontrolle bewusst zu haben. ","Sehr spannendes Projekt","602.8","22.16","","","","","","","34.19","","121.24","","","129.47","","","99.17","","","57.71","","","","138.86","","","","","",""
"123","2022-05-12 11:14:40","7","de","155226383","2022-05-12 11:07:41","2022-05-12 11:14:40","","27","1","2022-05-12 00:00:00","80","70","ot","al","09","","3","4","4","4","4","4","1","3","3","0","3","3","3","3","3","1","4","3","3","","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","1","6","1","6","5","2","","0","1","1","1","0","1","1","0","0","0","1","1","1","1","2","2","","2","3","4","4","4","1","4","3","","","","","","","","6","1","","","","418.89","31.9","","","","","","","28.32","","96.15","","","106.37","","","81.92","","","50.55","","","","23.68","","","","","",""
"126","2022-05-13 12:03:26","7","de","216684496","2022-05-13 11:39:37","2022-05-13 12:03:26","","28","0","2022-05-13 00:00:00","50","48","RA","HA","02","","3","3","3","2","3","3","1","3","3","1","3","2","3","3","3","1","1","2","3","","7","6","5","5","5","6","5","6","4","6","6","3","6","2","7","7","5","1","2","2","5","5","3","","0","1","1","0","1","1","1","0","0","0","0","1","1","1","0","1","","0","0","2","3","1","0","4","0","","","","","","","","4","1","","erhöht die Sicherheit, wenn man damit umgehen kann","","1430.69","18.48","","","","","","","45.59","","346.86","","","407.42","","","225.71","","","221.15","","","","165.48","","","","","",""
"127","2022-05-13 12:38:54","7","de","422007016","2022-05-13 12:26:14","2022-05-13 12:38:54","","26","1","2022-05-13 00:00:00","70","15","TE","WI","03","","3","1","0","5","4","2","3","5","1","2","1","1","1","1","4","3","0","3","1","","4","1","1","2","4","3","5","4","1","1","1","1","5","6","5","5","1","5","7","6","1","2","2","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","0","0","3","4","3","0","4","1","","","","","","","","6","0","Unterhaltung mit Beifahrer, vielleicht Telefonat annehmen, Mediaplayer und/oder Navi bedienen","Sehr schwieriges Wetter (Starkregen, eingeschränkte Sicht), für mich waren die Kriterien, wann das System Kontrolle übernimmt/abgibt nicht klar erkennbar.
Etwas unruhige Spurführung bei leichten Kurven.","","760.41","29.24","","","","","","","30.45","","144.97","","","176.38","","","92","","","102.95","","","","184.42","","","","","",""
"128","2022-05-13 17:18:22","7","de","1773984095","2022-05-13 17:10:52","2022-05-13 17:18:22","","29","0","2022-05-13 00:00:00","70","60","MA","MÜ","08","","1","1","4","1","4","0","0","1","0","4","0","3","0","0","4","4","4","2","0","","1","1","1","1","1","1","1","1","1","1","1","1","6","4","1","1","1","7","7","5","1","1","1","","0","1","1","0","0","1","1","0","0","0","1","1","1","1","0","1","","5","0","5","5","4","0","5","3","","","","","","","","6","1","","","","451.92","19.12","","","","","","","21.88","","209.56","","","61.39","","","97.42","","","29.9","","","","12.65","","","","","",""
"129","2022-05-25 14:44:22","7","de","273014066","2022-05-25 14:34:27","2022-05-25 14:44:22","","31","1","2022-05-25 00:00:00","80","75","TE","TU","01","","3","1","4","4","3","3","1","4","1","1","3","3","3","3","3","1","4","5","3","","6","5","6","4","5","5","5","6","2","4","5","6","6","6","5","5","5","2","4","3","6","6","3","","0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","","1","1","2","3","2","0","3","2","","","","","","","","6","1","","","","595.6","23.31","","","","","","","24.8","","144.25","","","187.35","","","119.97","","","68.75","","","","27.17","","","","","",""
"130","2022-05-27 16:55:57","7","de","1848114694","2022-05-27 16:50:20","2022-05-27 16:55:57","","30","0","2022-05-27 00:00:00","65","60","NA","KA","04","","3","3","4","3","3","3","1","3","3","1","3","3","2","3","4","1","4","2","3","","5","4","5","5","6","7","7","5","2","4","5","5","7","7","6","6","6","2","6","5","5","4","3","","0","1","2","0","0","1","1","0","1","0","0","1","1","1","0","1","","4","4","4","3","3","1","4","3","","","","","","","","5","1","","","","337.67","17.82","","","","","","","18.24","","88.39","","","95.87","","","72.13","","","25.04","","","","20.18","","","","","",""

